blackforge_id,source_ref,title,pipeline_stage,stage_primary,functional_category,functional_category_primary,domain_scope,domain_primary,execution_scope,execution_scope_v2,tier,activation_tier,audit_score,quality_score_v2,review_status,change_reason,tier_relaxation_reason
BF-CYB-S800-0824,S800-0824,Prueba de propiedad global emergente,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0825,S800-0825,Prueba de conservación,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0826,S800-0826,Prueba de conmutatividad,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0827,S800-0827,Prueba de asociatividad,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0830,S800-0830,Prueba de continuidad,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0833,S800-0833,Prueba de invariancia de escala,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0834,S800-0834,Prueba de invariancia de representación,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0835,S800-0835,Prueba de invariancia cultural,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0837,S800-0837,Prueba de invariancia temporal,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0839,S800-0839,Prueba de invariancia de entorno,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0861,S800-0861,Oráculo por consenso heterogéneo,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,defensive_design,core,extended,82,56,approved_auto,stage_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0862,S800-0862,Oráculo por imposibilidad,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0866,S800-0866,Oráculo por contradicción,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,56,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0894,S800-0894,Verificación por testigo mínimo,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,developer_tools,local_analysis,local_analysis,core,extended,78,56,approved_auto,stage_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0805,S800-0805,Experimento de frontera móvil,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0813,S800-0813,Experimento de aislamiento,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,83,56,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0817,S800-0817,Experimento de observador ausente,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,56,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0421,R1000-0421,Verificación por invariantes,EVALUAR,EVALUAR,trust_identity_access,causal_state_transitions,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,83,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0868,S800-0868,Oráculo por consecuencias,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,54,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0869,S800-0869,Oráculo por ausencia,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,54,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0957,R1000-0957,Prototipo de sombra,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,65,54,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0967,R1000-0967,Experimento de escasez,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,65,54,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0972,R1000-0972,Experimento longitudinal,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,hybrid,cybersecurity,local_analysis,local_analysis,core,extended,65,54,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0803,S800-0803,Experimento sin hipótesis,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0807,S800-0807,Experimento de retirada,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0809,S800-0809,Experimento de contagio,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0812,S800-0812,Experimento de sensibilización,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0815,S800-0815,Experimento de incompatibilidad,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0816,S800-0816,Experimento de sustitución cruzada,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0819,S800-0819,Experimento de medición ciega,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,78,54,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0507,M800-0507,Auditoría continua,EVALUAR,EVALUAR,evidence_verification,evidence_verification,hybrid,cybersecurity,local_analysis,local_analysis,extended,extended,65,52,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0860,S800-0860,Oráculo por metamorfosis,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,52,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0863,S800-0863,Oráculo por conservación,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,52,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0864,S800-0864,Oráculo por deuda,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,52,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0867,S800-0867,Oráculo por sombra,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,extended,82,52,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0797,S800-0797,Evaluador omnisciente ficticio,EVALUAR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,local_analysis,local_analysis,extended,extended,71,51,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0084,M800-0084,Verificación previa,EVALUAR,EVALUAR,evidence_verification,evidence_verification,hybrid,cybersecurity,local_analysis,local_analysis,extended,extended,65,50,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0122,M800-0122,Cliente auditor,DIVERGIR,EVALUAR,evidence_verification,evidence_verification,hybrid,cybersecurity,defensive_design,local_analysis,extended,extended,61,50,approved_auto,stage_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0717,S800-0717,Agente arqueólogo,EVOLUCIONAR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,local_analysis,extended,extended,66,50,manual_review_recommended,stage_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0516,S800-0516,Diccionario adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,49,manual_review_recommended,causal_axis_added;integration_contract_added,
BF-CYB-L600-1159,L600-1159,Lente de carrera moral,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,extended,61,49,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1160,L600-1160,Lente de institución total,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,extended,61,49,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1233,L600-1233,Lente de reterritorialización,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,extended,extended,61,49,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1527,L600-1527,Lente de k-anonimato,CARTOGRAFIAR,CARTOGRAFIAR,data_privacy_provenance,data_privacy_provenance,cybersecurity,cybersecurity,conceptual_only,conceptual_only,core,extended,61,49,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1535,L600-1535,Lente de privacidad contextual,CARTOGRAFIAR,CARTOGRAFIAR,data_privacy_provenance,data_privacy_provenance,cybersecurity,cybersecurity,conceptual_only,conceptual_only,core,extended,61,49,manual_review_recommended,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1546,L600-1546,Lente de microvirtualización,CARTOGRAFIAR,CARTOGRAFIAR,decision_risk,decision_risk,hybrid,cybersecurity,conceptual_only,conceptual_only,core,extended,56,49,manual_review_recommended,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-M800-0416,M800-0416,Precio por confianza,DIVERGIR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,hybrid,developer_tools,defensive_design,defensive_design,extended,extended,75,49,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0338,M800-0338,Salida sin castigo,DIVERGIR,DIVERGIR,data_privacy_provenance,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,49,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0623,M800-0623,Identidades múltiples,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,extended,66,49,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-S800-0275,S800-0275,Arquitectura simbiótica,DIVERGIR,DIVERGIR,architecture_topology,architecture_topology,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,61,49,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0410,S800-0410,Gobernanza por evidencia perecedera,DIVERGIR,DIVERGIR,evidence_verification,governance_incentives,hybrid,cybersecurity,defensive_design,defensive_design,extended,extended,65,49,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
